,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1125,KEGG_2021_Human,positive regulation of multicellular organismal process (GO:0051240),1/345,0.9712855283614742,0.97300919389539,0,0,0.2799476168547087,0.0081562172485394,C1QTNF3
1126,KEGG_2021_Human,post-translational protein modification (GO:0043687),1/345,0.9712855283614742,0.97300919389539,0,0,0.2799476168547087,0.0081562172485394,VGF
1127,KEGG_2021_Human,supramolecular fiber organization (GO:0097435),1/351,0.9730196913282552,0.9738822974375888,0,0,0.275063649222065,0.0075232546619852,TCHH
1128,KEGG_2021_Human,protein transport (GO:0015031),1/369,0.9776212230647244,0.9776212230647244,0,0,0.2613673052087817,0.0059155213694312,RAB6C
1129,GO_Biological_Process_2021,cellular response to cadmium ion (GO:0071276),4/27,0.0001505779617082098,0.0860542610939323,0,0,17.281188551452917,152.09225179007498,JUN;MT1F;MT1G;FOS
1130,GO_Biological_Process_2021,response to cadmium ion (GO:0046686),4/29,0.00020057339446833664,0.0860542610939323,0,0,15.89708542713568,135.35303646781324,JUN;MT1F;MT1G;FOS
1131,GO_Biological_Process_2021,generation of neurons (GO:0048699),9/202,0.0002286649984781197,0.0860542610939323,0,0,4.712248277335612,39.503967218594624,PTPRD;HES6;TUBB2B;TUBB2A;FGF8;OLIG3;DCX;NRCAM;IER2
1132,GO_Biological_Process_2021,endoderm development (GO:0007492),3/15,0.0004284286446874797,0.0969095825473825,0,0,24.73125,191.8003988483856,DUSP2;DUSP1;GATA4
1133,GO_Biological_Process_2021,central nervous system development (GO:0007417),10/268,0.00042918327080328857,0.0969095825473825,0,0,3.923966742981082,30.424972623921008,ROBO2;EPHA7;DLX2;SLC23A1;HESX1;SCTR;DCX;NRCAM;SERPINI1;PCDH18
1134,GO_Biological_Process_2021,brain development (GO:0007420),7/150,0.000866489297323151,0.1630444027796395,0,0,4.908591408591408,34.61077646680333,ROBO2;EPHA7;DLX2;SLC23A1;HESX1;SCTR;PCDH18
1135,GO_Biological_Process_2021,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),3/20,0.0010340288737092,0.1667740854882559,0,0,17.45294117647059,119.9766240111724,CLDN4;CLDN14;CLDN2
1136,GO_Biological_Process_2021,neuron migration (GO:0001764),4/50,0.0016472867079228,0.2241460508370638,0,0,8.630544024470177,55.30992679300502,TUBB2B;TUBB2A;DCX;NRCAM
1137,GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),7/170,0.0017868152856807,0.2241460508370638,0,0,4.301928133216477,27.219677695755863,PTPRD;ROBO2;CLDN4;SLITRK2;CLDN14;CDHR3;CLDN2
1138,GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),6/131,0.0022201929235887,0.2314547573196043,0,0,4.793177664974619,29.287088118251425,SYT5;JUN;SYT1;MT1F;MT1G;FOS
1139,GO_Biological_Process_2021,metanephros development (GO:0001656),3/26,0.0022550950668871,0.2314547573196043,0,0,12.89608695652174,78.59601632702004,ROBO2;FGF8;CITED1
1140,GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),5/94,0.0027111269787589,0.2550718632515732,0,0,5.5918737941209855,33.05015982576127,CHGA;PACRG;SPEF1;GATA4;HSPA1B
1141,GO_Biological_Process_2021,regulation of catecholamine secretion (GO:0050433),3/30,0.0034181522884767,0.2724228946131856,0,0,10.983333333333333,62.37056229240534,CHGA;SYT5;SYT1
1142,GO_Biological_Process_2021,endothelial cell chemotaxis (GO:0035767),2/9,0.003521400268124,0.2724228946131856,0,0,28.130774697938875,158.9078365628367,NR4A1;EGR3
1143,GO_Biological_Process_2021,regulation of cellular component size (GO:0032535),3/31,0.0037563625783629,0.2724228946131856,0,0,10.590535714285714,59.14077295499547,PPP1R15A;NEB;LAMTOR4
1144,GO_Biological_Process_2021,negative regulation of inclusion body assembly (GO:0090084),2/10,0.0043724275862743,0.2724228946131856,0,0,24.61318407960199,133.70956972525602,DNAJB1;HSPA1B
1145,GO_Biological_Process_2021,negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),2/10,0.0043724275862743,0.2724228946131856,0,0,24.61318407960199,133.70956972525602,DNAJB1;JUN
1146,GO_Biological_Process_2021,axoneme assembly (GO:0035082),3/34,0.0048905340609159,0.2724228946131856,0,0,9.564193548387095,50.88584958850677,SPEF1;TTLL3;DCX
1147,GO_Biological_Process_2021,cellular response to vascular endothelial growth factor stimulus (GO:0035924),3/34,0.0048905340609159,0.2724228946131856,0,0,9.564193548387095,50.88584958850677,NR4A1;EGR3;MT1G
1148,GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),3/34,0.0048905340609159,0.2724228946131856,0,0,9.564193548387095,50.88584958850677,EGR1;JUN;FOS
1149,GO_Biological_Process_2021,regulation of inclusion body assembly (GO:0090083),2/11,0.0053085063609301,0.2724228946131856,0,0,21.87728026533997,114.60292441530726,DNAJB1;HSPA1B
1150,GO_Biological_Process_2021,columnar/cuboidal epithelial cell differentiation (GO:0002065),2/11,0.0053085063609301,0.2724228946131856,0,0,21.87728026533997,114.60292441530726,FGF8;GATA4
1151,GO_Biological_Process_2021,kidney development (GO:0001822),4/70,0.0056049288217761,0.2751288973819681,0,0,6.009136592051165,31.15201861794936,ROBO2;FGF8;CITED1;REN
1152,GO_Biological_Process_2021,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),2/12,0.0063278396767439,0.2976721247934951,0,0,19.68855721393035,99.67915627617305,SYT5;SYT1
1153,GO_Biological_Process_2021,detection of calcium ion (GO:0005513),2/13,0.00742865801324,0.3225751883441559,0,0,17.89778380823157,87.74227528392211,SYT1;KCNMB2
1154,GO_Biological_Process_2021,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213),2/13,0.00742865801324,0.3225751883441559,0,0,17.89778380823157,87.74227528392211,BTG2;ZFP36
1155,GO_Biological_Process_2021,carboxylic acid metabolic process (GO:0019752),3/40,0.0077235848918357,0.3229602719586152,0,0,8.010810810810812,38.96039139405162,CYP2C9;SLC23A1;GNMT
1156,GO_Biological_Process_2021,synaptic membrane adhesion (GO:0099560),2/14,0.0086092188845067,0.3471360043074322,0,0,16.40547263681592,78.00673761890425,PTPRD;SLITRK2
1157,GO_Biological_Process_2021,regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211),2/15,0.0098678064690312,0.3691778277230627,0,0,15.142747799464216,69.9364429147107,BTG2;ZFP36
1158,GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),3/45,0.0106906355883474,0.3691778277230627,0,0,7.055357142857143,32.01994183856141,EGR1;JUN;FOS
1159,GO_Biological_Process_2021,microtubule bundle formation (GO:0001578),3/45,0.0106906355883474,0.3691778277230627,0,0,7.055357142857143,32.01994183856141,SPEF1;TTLL3;DCX
1160,GO_Biological_Process_2021,cellular response to corticosteroid stimulus (GO:0071384),2/16,0.0112027312642689,0.3691778277230627,0,0,14.06041222459133,63.15371475247981,ZFP36;FAM107A
1161,GO_Biological_Process_2021,response to organophosphorus (GO:0046683),2/16,0.0112027312642689,0.3691778277230627,0,0,14.06041222459133,63.15371475247981,CITED1;VGF
1162,GO_Biological_Process_2021,regulation of synapse assembly (GO:0051963),3/47,0.0120374151794991,0.3691778277230627,0,0,6.733977272727273,29.76239873329901,ROBO2;PTPRD;SLITRK2
1163,GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),3/47,0.0120374151794991,0.3691778277230627,0,0,6.733977272727273,29.76239873329901,EGR1;EPHA7;FOS
1164,GO_Biological_Process_2021,response to purine-containing compound (GO:0014074),2/17,0.0126123297244318,0.3691778277230627,0,0,13.122388059701493,57.38525794547592,CITED1;VGF
1165,GO_Biological_Process_2021,transforming growth factor beta receptor signaling pathway (GO:0007179),4/89,0.0128691159935966,0.3691778277230627,0,0,4.66142477091339,20.29083217433607,LEFTY1;JUN;CITED1;FOS
1166,GO_Biological_Process_2021,response to unfolded protein (GO:0006986),3/49,0.0134772715082698,0.3691778277230627,0,0,6.44054347826087,27.737814517351858,DNAJB1;PACRG;HSPA1B
1167,GO_Biological_Process_2021,cell migration involved in sprouting angiogenesis (GO:0002042),2/18,0.0140949639196029,0.3691778277230627,0,0,12.301616915422883,52.42872507773333,NR4A1;EGR3
1168,GO_Biological_Process_2021,cellular response to glucocorticoid stimulus (GO:0071385),2/18,0.0140949639196029,0.3691778277230627,0,0,12.301616915422883,52.42872507773333,ZFP36;FAM107A
1169,GO_Biological_Process_2021,cellular response to zinc ion (GO:0071294),2/18,0.0140949639196029,0.3691778277230627,0,0,12.301616915422883,52.42872507773333,MT1F;MT1G
1170,GO_Biological_Process_2021,regulation of presynapse assembly (GO:1905606),2/18,0.0140949639196029,0.3691778277230627,0,0,12.301616915422883,52.42872507773333,PTPRD;SLITRK2
1171,GO_Biological_Process_2021,regulation of presynapse organization (GO:0099174),2/18,0.0140949639196029,0.3691778277230627,0,0,12.301616915422883,52.42872507773333,PTPRD;SLITRK2
1172,GO_Biological_Process_2021,cellular response to fibroblast growth factor stimulus (GO:0044344),4/92,0.0143877984232194,0.3691778277230627,0,0,4.501827318410233,19.093936777082405,NR4A1;ZFP36;FGF8;EGR3
1173,GO_Biological_Process_2021,cellular response to copper ion (GO:0071280),2/19,0.0156490211880512,0.3926165538068855,0,0,11.57740708223588,48.13129753421252,MT1F;MT1G
1174,GO_Biological_Process_2021,bicellular tight junction assembly (GO:0070830),3/53,0.0166394764185001,0.394327522220119,0,0,5.9241,24.264979178133625,CLDN4;CLDN14;CLDN2
1175,GO_Biological_Process_2021,heart morphogenesis (GO:0003007),3/53,0.0166394764185001,0.394327522220119,0,0,5.9241,24.264979178133625,MYLK2;LEFTY1;FGF8
1176,GO_Biological_Process_2021,regulation of protein modification by small protein conjugation or removal (GO:1903320),2/20,0.0172729137884516,0.394327522220119,0,0,10.933665008291872,44.37554425782287,EGR1;HSPA1B
1177,GO_Biological_Process_2021,positive regulation of heart contraction (GO:0045823),2/20,0.0172729137884516,0.394327522220119,0,0,10.933665008291872,44.37554425782287,CHGA;EDN2
1178,GO_Biological_Process_2021,tight junction assembly (GO:0120192),3/56,0.0192606033240129,0.394327522220119,0,0,5.587924528301887,22.070589455409905,CLDN4;CLDN14;CLDN2
1179,GO_Biological_Process_2021,peptidyl-threonine dephosphorylation (GO:0035970),2/22,0.0207239767050546,0.394327522220119,0,0,9.839303482587065,38.14170528356801,DUSP2;DUSP1
1180,GO_Biological_Process_2021,blood vessel endothelial cell migration (GO:0043534),2/23,0.0225480931935623,0.394327522220119,0,0,9.370291400142149,35.53312676773518,NR4A1;EGR3
1181,GO_Biological_Process_2021,response to copper ion (GO:0046688),2/23,0.0225480931935623,0.394327522220119,0,0,9.370291400142149,35.53312676773518,MT1F;MT1G
1182,GO_Biological_Process_2021,response to nutrient levels (GO:0031667),2/23,0.0225480931935623,0.394327522220119,0,0,9.370291400142149,35.53312676773518,FAM107A;SCTR
1183,GO_Biological_Process_2021,apical junction assembly (GO:0043297),3/60,0.0230901674726329,0.394327522220119,0,0,5.194736842105264,19.575578280898963,CLDN4;CLDN14;CLDN2
1184,GO_Biological_Process_2021,heart development (GO:0007507),5/164,0.0261262929083653,0.394327522220119,0,0,3.1189251000571754,11.367899002119705,LEFTY1;FGF8;ID2;GATA4;HDAC9
1185,GO_Biological_Process_2021,anterior/posterior pattern specification (GO:0009952),3/63,0.0262137102697902,0.394327522220119,0,0,4.93425,17.96793673088782,HES6;HOXC5;GATA4
1186,GO_Biological_Process_2021,negative regulation of cell junction assembly (GO:1901889),2/25,0.0263860392421062,0.394327522220119,0,0,8.554618213281419,31.095354763087023,ROBO2;FAM107A
1187,GO_Biological_Process_2021,regulation of dopamine secretion (GO:0014059),2/25,0.0263860392421062,0.394327522220119,0,0,8.554618213281419,31.095354763087023,SYT5;SYT1
1188,GO_Biological_Process_2021,outflow tract septum morphogenesis (GO:0003148),2/25,0.0263860392421062,0.394327522220119,0,0,8.554618213281419,31.095354763087023,ROBO2;FGF8
1189,GO_Biological_Process_2021,chaperone cofactor-dependent protein refolding (GO:0051085),2/26,0.0283969557018182,0.394327522220119,0,0,8.197761194029852,29.19610788413947,DNAJB1;HSPA1B
1190,GO_Biological_Process_2021,cellular response to transforming growth factor beta stimulus (GO:0071560),4/114,0.0289829324765285,0.394327522220119,0,0,3.597441754225674,12.738714495667857,JUN;LEFTY1;CITED1;FOS
1191,GO_Biological_Process_2021,calcium-ion regulated exocytosis (GO:0017156),2/27,0.0304672636912641,0.394327522220119,0,0,7.869452736318408,27.47306606936642,SYT5;SYT1
1192,GO_Biological_Process_2021,cellular response to unfolded protein (GO:0034620),2/27,0.0304672636912641,0.394327522220119,0,0,7.869452736318408,27.47306606936642,PACRG;HSPA1B
1193,GO_Biological_Process_2021,response to glucocorticoid (GO:0051384),2/27,0.0304672636912641,0.394327522220119,0,0,7.869452736318408,27.47306606936642,ZFP36;FAM107A
1194,GO_Biological_Process_2021,presynaptic endocytosis (GO:0140238),2/27,0.0304672636912641,0.394327522220119,0,0,7.869452736318408,27.47306606936642,SYT5;SYT1
1195,GO_Biological_Process_2021,neuron differentiation (GO:0030182),5/174,0.0325499959369913,0.394327522220119,0,0,2.932879086725241,10.045046451788208,PTPRD;FGF8;OLIG3;ID2;IER2
1196,GO_Biological_Process_2021,negative regulation of oxidative stress-induced cell death (GO:1903202),2/28,0.0325955631736415,0.394327522220119,0,0,7.566398775353999,25.90416470078925,GATA4;NME5
1197,GO_Biological_Process_2021,cellular zinc ion homeostasis (GO:0006882),2/28,0.0325955631736415,0.394327522220119,0,0,7.566398775353999,25.90416470078925,MT1F;MT1G
1198,GO_Biological_Process_2021,positive regulation of synapse assembly (GO:0051965),2/28,0.0325955631736415,0.394327522220119,0,0,7.566398775353999,25.90416470078925,PTPRD;SLITRK2
1199,GO_Biological_Process_2021,cell chemotaxis (GO:0060326),3/69,0.0331044601992002,0.394327522220119,0,0,4.484318181818182,15.282947649350408,CCL25;NR4A1;EGR3
1200,GO_Biological_Process_2021,regulation of gluconeogenesis (GO:0006111),2/29,0.0347804761583284,0.394327522220119,0,0,7.28579325594251,24.47078710267856,C1QTNF3;GNMT
1201,GO_Biological_Process_2021,response to zinc ion (GO:0010043),2/29,0.0347804761583284,0.394327522220119,0,0,7.28579325594251,24.47078710267856,MT1F;MT1G
1202,GO_Biological_Process_2021,axonogenesis (GO:0007409),6/240,0.036109553817951,0.394327522220119,0,0,2.5462709878953533,8.456669603099733,ROBO2;NTNG2;EPHA7;SLITRK2;NRXN3;NRCAM
1203,GO_Biological_Process_2021,estrogen metabolic process (GO:0008210),2/30,0.0370206464175897,0.394327522220119,0,0,7.025230987917555,23.157124963281667,CYP2C9;UGT2B15
1204,GO_Biological_Process_2021,zinc ion homeostasis (GO:0055069),2/30,0.0370206464175897,0.394327522220119,0,0,7.025230987917555,23.157124963281667,MT1F;MT1G
1205,GO_Biological_Process_2021,'de novo' posttranslational protein folding (GO:0051084),2/31,0.039314739175444,0.394327522220119,0,0,6.782638531480528,21.94967494010879,DNAJB1;HSPA1B
1206,GO_Biological_Process_2021,regulation of calcium ion-dependent exocytosis (GO:0017158),2/31,0.039314739175444,0.394327522220119,0,0,6.782638531480528,21.94967494010879,SYT5;SYT1
1207,GO_Biological_Process_2021,aortic valve morphogenesis (GO:0003180),2/32,0.041661440823443,0.394327522220119,0,0,6.556218905472637,20.836838939238024,ROBO2;GATA4
1208,GO_Biological_Process_2021,regulation of cell morphogenesis (GO:0022604),2/32,0.041661440823443,0.394327522220119,0,0,6.556218905472637,20.836838939238024,NTNG2;CLDN4
1209,GO_Biological_Process_2021,cellular response to topologically incorrect protein (GO:0035967),2/32,0.041661440823443,0.394327522220119,0,0,6.556218905472637,20.836838939238024,PACRG;HSPA1B
1210,GO_Biological_Process_2021,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),2/32,0.041661440823443,0.394327522220119,0,0,6.556218905472637,20.836838939238024,CCNA1;ID2
1211,GO_Biological_Process_2021,modulation by host of symbiont process (GO:0051851),2/32,0.041661440823443,0.394327522220119,0,0,6.556218905472637,20.836838939238024,JUN;LRRC19
1212,GO_Biological_Process_2021,cell morphogenesis involved in neuron differentiation (GO:0048667),3/76,0.0422140698198056,0.394327522220119,0,0,4.052876712328767,12.827361706523527,NTNG2;SLITRK2;NRCAM
1213,GO_Biological_Process_2021,water-soluble vitamin metabolic process (GO:0006767),3/76,0.0422140698198056,0.394327522220119,0,0,4.052876712328767,12.827361706523527,PCCA;TPK1;SLC23A1
1214,GO_Biological_Process_2021,muscle contraction (GO:0006936),4/129,0.0426136480313059,0.394327522220119,0,0,3.1633366834170853,9.98216418799025,MYLK2;MYBPC2;NEB;SNTB1
1215,GO_Biological_Process_2021,axon development (GO:0061564),3/79,0.0464639837388429,0.394327522220119,0,0,3.8923026315789473,11.945779635422603,NTNG2;SLITRK2;NRCAM
1216,GO_Biological_Process_2021,synaptic vesicle recycling (GO:0036465),2/34,0.0465075204667644,0.394327522220119,0,0,6.145833333333333,18.85628475946525,SYT5;SYT1
1217,GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),4/133,0.0467648733396674,0.394327522220119,0,0,3.064625452845624,9.385792176214396,JUN;LEFTY1;CITED1;FOS
1218,GO_Biological_Process_2021,negative regulation of cell cycle (GO:0045786),3/80,0.0479259062792166,0.394327522220119,0,0,3.8415584415584414,11.671035166545442,NR4A1;BTG2;DUSP1
1219,GO_Biological_Process_2021,blood vessel diameter maintenance (GO:0097746),2/35,0.0490043745050004,0.394327522220119,0,0,5.959294436906378,17.972312557666253,EDN2;KCNMB2
1220,GO_Biological_Process_2021,regulation of muscle cell differentiation (GO:0051147),2/35,0.0490043745050004,0.394327522220119,0,0,5.959294436906378,17.972312557666253,ID2;HDAC9
1221,GO_Biological_Process_2021,peptidyl-tyrosine dephosphorylation (GO:0035335),2/35,0.0490043745050004,0.394327522220119,0,0,5.959294436906378,17.972312557666253,DUSP2;DUSP1
1222,GO_Biological_Process_2021,regulation of regulated secretory pathway (GO:1903305),2/35,0.0490043745050004,0.394327522220119,0,0,5.959294436906378,17.972312557666253,SYT5;SYT1
1223,GO_Biological_Process_2021,negative regulation of B cell differentiation (GO:0045578),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ID2
1224,GO_Biological_Process_2021,axon choice point recognition (GO:0016198),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ROBO2
1225,GO_Biological_Process_2021,regulation of cardioblast differentiation (GO:0051890),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,GATA4
1226,GO_Biological_Process_2021,negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CCL25
1227,GO_Biological_Process_2021,negative regulation of PERK-mediated unfolded protein response (GO:1903898),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,PPP1R15A
1228,GO_Biological_Process_2021,cellular response to heparin (GO:0071504),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,EGR1
1229,GO_Biological_Process_2021,negative regulation of synapse organization (GO:1905809),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ROBO2
1230,GO_Biological_Process_2021,p38MAPK cascade (GO:0038066),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ZFP36
1231,GO_Biological_Process_2021,peripheral nervous system neuron differentiation (GO:0048934),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ETV1
1232,GO_Biological_Process_2021,positive regulation of amino acid transport (GO:0051957),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,TRH
1233,GO_Biological_Process_2021,positive regulation of cardiac muscle contraction (GO:0060452),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CHGA
1234,GO_Biological_Process_2021,positive regulation of cardioblast differentiation (GO:0051891),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,GATA4
1235,GO_Biological_Process_2021,regulation of systemic arterial blood pressure by endothelin (GO:0003100),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,EDN2
1236,GO_Biological_Process_2021,glucuronate catabolic process (GO:0006064),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CRYL1
1237,GO_Biological_Process_2021,glucuronate catabolic process to xylulose 5-phosphate (GO:0019640),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CRYL1
1238,GO_Biological_Process_2021,His-Purkinje system development (GO:0003164),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,ID2
1239,GO_Biological_Process_2021,positive regulation of metallopeptidase activity (GO:1905050),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CLDN4
1240,GO_Biological_Process_2021,positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,HSPA1B
1241,GO_Biological_Process_2021,melanin biosynthetic process (GO:0042438),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CITED1
1242,GO_Biological_Process_2021,tonic smooth muscle contraction (GO:0014820),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,EDN2
1243,GO_Biological_Process_2021,xylulose 5-phosphate biosynthetic process (GO:1901159),1/5,0.049734816177136,0.394327522220119,0,0,24.496287128712872,73.51458406594195,CRYL1
1244,GO_Biological_Process_2021,aortic valve development (GO:0003176),2/36,0.0515487889425581,0.394327522220119,0,0,5.78372841673983,17.1500651267736,ROBO2;GATA4
1245,GO_Biological_Process_2021,endoderm formation (GO:0001706),2/36,0.0515487889425581,0.394327522220119,0,0,5.78372841673983,17.1500651267736,DUSP2;DUSP1
1246,GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),4/139,0.0533986017122794,0.394327522220119,0,0,2.927526521496371,8.577566985681317,SLITRK2;FAM107A;MUC12;IL17RB
1247,GO_Biological_Process_2021,protein dephosphorylation (GO:0006470),4/139,0.0533986017122794,0.394327522220119,0,0,2.927526521496371,8.577566985681317,PTPRD;PPP1R15A;DUSP2;DUSP1
1248,GO_Biological_Process_2021,regulation of erythrocyte differentiation (GO:0045646),2/37,0.0541395517568242,0.394327522220119,0,0,5.6181947405828,16.38372486085176,ZFP36;HSPA1B
1249,GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),4/140,0.0545514777881024,0.394327522220119,0,0,2.905852793378658,8.45199387812065,PTPRD;GUCY2C;EPHA7;CD8B
1250,GO_Biological_Process_2021,actin-myosin filament sliding (GO:0033275),2/38,0.0567754704049544,0.394327522220119,0,0,5.461857379767827,15.66816211873294,MYBPC2;NEB
1251,GO_Biological_Process_2021,response to cAMP (GO:0051591),2/38,0.0567754704049544,0.394327522220119,0,0,5.461857379767827,15.66816211873294,CITED1;VGF
1252,GO_Biological_Process_2021,synaptic vesicle endocytosis (GO:0048488),2/38,0.0567754704049544,0.394327522220119,0,0,5.461857379767827,15.66816211873294,SYT5;SYT1
1253,GO_Biological_Process_2021,ventricular septum development (GO:0003281),2/38,0.0567754704049544,0.394327522220119,0,0,5.461857379767827,15.66816211873294,ROBO2;GATA4
1254,GO_Biological_Process_2021,muscle filament sliding (GO:0030049),2/38,0.0567754704049544,0.394327522220119,0,0,5.461857379767827,15.66816211873294,MYBPC2;NEB
1255,GO_Biological_Process_2021,regulation of neuron death (GO:1901214),3/86,0.0571636710176743,0.394327522220119,0,0,3.562771084337349,10.196069058675818,CHGA;EGR1;FOS
1256,GO_Biological_Process_2021,negative regulation of anion transport (GO:1903792),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,TRH
1257,GO_Biological_Process_2021,negative regulation of cardiac muscle cell apoptotic process (GO:0010667),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,GATA4
1258,GO_Biological_Process_2021,negative regulation of cellular extravasation (GO:0002692),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,CCL25
1259,GO_Biological_Process_2021,regulation of adiponectin secretion (GO:0070163),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,C1QTNF3
1260,GO_Biological_Process_2021,negative regulation of erythrocyte differentiation (GO:0045647),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,ZFP36
1261,GO_Biological_Process_2021,negative regulation of lipoprotein lipase activity (GO:0051005),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,HDAC9
1262,GO_Biological_Process_2021,negative regulation of meiotic cell cycle (GO:0051447),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,DUSP1
1263,GO_Biological_Process_2021,negative regulation of monocyte chemotaxis (GO:0090027),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,DUSP1
1264,GO_Biological_Process_2021,cellular heat acclimation (GO:0070370),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,HSPA1B
1265,GO_Biological_Process_2021,cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,ZFP36
1266,GO_Biological_Process_2021,negative regulation of SMAD protein signal transduction (GO:0060392),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,PBLD
1267,GO_Biological_Process_2021,regulation of hormone biosynthetic process (GO:0046885),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,EGR1
1268,GO_Biological_Process_2021,cellular triglyceride homeostasis (GO:0035356),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,C1QTNF3
1269,GO_Biological_Process_2021,cellular water homeostasis (GO:0009992),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,SCTR
1270,GO_Biological_Process_2021,neuroepithelial cell differentiation (GO:0060563),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,FGF8
1271,GO_Biological_Process_2021,regulation of keratinocyte apoptotic process (GO:1902172),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,ZFP36
1272,GO_Biological_Process_2021,dehydroascorbic acid transport (GO:0070837),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,SLC23A1
1273,GO_Biological_Process_2021,regulation of mitotic sister chromatid segregation (GO:0033047),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,DUSP1
1274,GO_Biological_Process_2021,regulation of mitotic spindle checkpoint (GO:1903504),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,DUSP1
1275,GO_Biological_Process_2021,regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,HSPA1B
1276,GO_Biological_Process_2021,peripheral nervous system neuron development (GO:0048935),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,ETV1
1277,GO_Biological_Process_2021,positive regulation of anion transport (GO:1903793),1/6,0.0593823976097501,0.394327522220119,0,0,19.5960396039604,55.334462490340414,TRH
